Indicator,Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Final Energy|TransportationNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation,EJ/yr,123.0045326,113.5902866,101.8869278,93.7808324,87.7507953,86.5371633,90.9267531,97.3757203,,102.8339581,,109.104826,,116.412291,,121.1815001
Final Energy|Transportation|AviationBelow 2°C,GCAM 6.0 NGFS,Below 2°C,World,Final Energy|Transportation|Aviation,EJ/yr,14.42448575,14.36233917,14.99067662,16.12913524,16.76280654,16.87032693,16.76080115,16.72091279,17.02726514,17.60540427,17.78687533,19.78991834,21.75471677,23.58712636,25.30387423,27.04625789
Final Energy|Transportation|AviationCurrent Policies,GCAM 6.0 NGFS,Current Policies,World,Final Energy|Transportation|Aviation,EJ/yr,14.56120188,15.66130347,16.98023146,19.11733305,21.04112158,22.8574935,24.4677623,25.91400824,27.37110865,28.78527969,30.35210301,32.12082902,33.99498422,35.92373304,37.88125343,39.9161311
Final Energy|Transportation|AviationDelayed transition,GCAM 6.0 NGFS,Delayed transition,World,Final Energy|Transportation|Aviation,EJ/yr,14.56119209,15.66145753,15.70646297,16.56742023,16.65300051,15.46658874,15.86858402,16.05289012,17.08158741,17.90499641,18.85234376,19.63302501,21.62826468,23.49987895,25.32800929,27.13106144
Final Energy|Transportation|AviationFragmented World,GCAM 6.0 NGFS,Fragmented World,World,Final Energy|Transportation|Aviation,EJ/yr,14.55726867,15.64654213,16.37486414,17.92996052,19.29165308,20.4587884,21.43615861,22.31086204,23.88209032,25.41879558,27.03742379,28.92938902,30.81225581,32.71785966,34.67803738,36.66999189
Final Energy|Transportation|AviationLow demand,GCAM 6.0 NGFS,Low demand,World,Final Energy|Transportation|Aviation,EJ/yr,14.2136864,13.63433256,13.43647133,13.3788698,11.60464834,10.73779699,12.10193074,13.02260347,13.96780997,14.61604601,15.03945448,15.32002038,15.66210166,15.93932171,16.15694099,16.29108379
Final Energy|Transportation|AviationNationally Determined Contributions (NDCs),GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Aviation,EJ/yr,14.4784628,15.22326197,16.43983316,18.34126972,20.01134767,21.59898678,22.9473001,24.05260859,25.21491226,26.3933191,27.72918752,29.44024815,30.88897874,32.43678665,34.04421038,35.74320068
Final Energy|Transportation|AviationNet Zero 2050,GCAM 6.0 NGFS,Net Zero 2050,World,Final Energy|Transportation|Aviation,EJ/yr,14.30297048,14.00493733,14.10018092,14.16334575,12.40422749,11.79639511,13.14565805,14.55577395,16.08214354,17.38933521,18.51793533,19.53789473,20.80079724,22.19245855,23.47336761,24.7912785
Final Energy|Transportation|Aviation|PassengerBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,20.3719636,20.6552893,20.1608795,21.1325786,21.6886524,22.3626554,22.5430595,23.1178737,,24.2326201,,25.8649291,,28.0222782,,30.1929061
Final Energy|Transportation|Aviation|PassengerCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,17.194934,19.1425699,22.4377293,25.5762955,28.3480965,31.2509107,33.4674789,36.1111476,,40.0077403,,43.756986,,47.2163878,,50.4996869
Final Energy|Transportation|Aviation|PassengerDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,17.194934,19.1425699,23.695089,25.4700188,20.7496904,22.2445767,22.6579858,23.5369142,,25.9761246,,28.6233676,,31.3686021,,34.3673925
Final Energy|Transportation|Aviation|PassengerFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,17.194934,19.1425699,26.3691394,30.675951,25.4765674,27.9577884,29.2168289,30.8474301,,33.5331661,,36.485879,,39.8550483,,43.562802
Final Energy|Transportation|Aviation|PassengerLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,19.07153391,16.91729571,15.13932524,14.38586619,13.80427491,13.4416935,13.86936492,14.81959725,,16.43778591,,18.40108611,,20.33234655,,21.98823212
Final Energy|Transportation|Aviation|PassengerNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,17.9888883,18.8678026,20.04361,22.0928978,23.9780085,26.3384065,28.0876188,30.1026381,,32.8655324,,35.9389459,,39.1855689,,42.1693109
Final Energy|Transportation|Aviation|PassengerNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Aviation|Passenger,EJ/yr,17.69693107,16.18283778,14.77089754,14.55262321,14.49675293,15.08103517,16.38161389,17.64729739,,19.02200839,,20.48069251,,22.70606111,,24.79364413
Final Energy|Transportation|ElectricityBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Electricity,EJ/yr,4.329663,9.9692239,17.0968873,23.3487404,28.1128321,32.1998348,35.7539342,39.8899905,,44.2112684,,48.7329714,,53.0871779,,57.1632968
Final Energy|Transportation|ElectricityCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Electricity,EJ/yr,3.1290102,6.1642013,10.3221018,14.4867546,17.7670453,20.6911951,23.5105993,26.313703,,29.6869988,,32.9269422,,36.6305502,,40.0920508
Final Energy|Transportation|ElectricityDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Electricity,EJ/yr,3.1290102,6.1642013,15.480884,19.3827391,26.0680898,31.3346216,35.4600541,39.883229,,44.158764,,48.5760121,,52.9843903,,56.927738
Final Energy|Transportation|ElectricityFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Electricity,EJ/yr,3.1290102,6.1642013,15.4391467,19.1953427,25.6885351,30.2600059,33.7009604,37.6042982,,41.7177329,,45.9134742,,50.000474,,53.315769
Final Energy|Transportation|ElectricityLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Electricity,EJ/yr,3.832529,8.746614,15.4111167,20.7693017,24.5715201,27.4665881,30.8678375,33.9579481,,36.6790945,,39.8959195,,42.8062683,,45.8291947
Final Energy|Transportation|ElectricityNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Electricity,EJ/yr,3.8102235,9.4744192,17.0374609,23.0257939,27.2388006,31.0308788,34.3963488,38.1725068,,42.1439671,,46.3262465,,50.3743827,,53.87837
Final Energy|Transportation|ElectricityNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Electricity,EJ/yr,3.9921626,9.7745289,17.8215646,25.0584151,30.704915,35.0496166,38.7530098,42.3744582,,46.3036361,,50.9720292,,55.3835684,,59.5342187
Final Energy|Transportation|FreightBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Freight,EJ/yr,54.7608925,61.84519,65.7919152,64.7237974,62.5567514,61.0293805,60.9572816,63.0356227,,63.5052467,,65.6572266,,67.9001999,,69.6531685
Final Energy|Transportation|FreightCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Freight,EJ/yr,58.1767039,65.8353998,72.407581,77.2153394,81.7782825,84.9911343,88.9655328,95.0105932,,99.0326138,,103.8442591,,107.0776401,,108.3855618
Final Energy|Transportation|FreightDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Freight,EJ/yr,58.1767039,65.8353998,71.2631834,68.6260468,68.3766109,63.2043173,62.5233642,64.1009211,,64.8227424,,67.8188935,,70.3613035,,72.6917393
Final Energy|Transportation|FreightFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Freight,EJ/yr,58.1767039,65.8353998,71.6134407,71.2489242,74.7567384,72.8978075,74.3499731,78.0356508,,80.1403457,,84.1562657,,87.5229458,,90.0792052
Final Energy|Transportation|FreightLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Freight,EJ/yr,52.5585272,57.8069283,57.5878713,53.0282435,47.5745057,43.5156669,43.7504816,46.2591206,,49.609517,,53.9004783,,56.7062458,,58.5223559
Final Energy|Transportation|FreightNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Freight,EJ/yr,56.1738324,62.9849227,66.7734378,67.6566276,68.8905427,69.6485643,71.4937223,75.5474727,,77.4942412,,81.3704521,,84.5011319,,86.1514211
Final Energy|Transportation|FreightNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Freight,EJ/yr,55.0578759,60.0889979,59.0098884,53.6815161,47.6887987,44.3966407,45.8167838,49.1002047,,51.7017829,,54.7966963,,58.2233833,,60.0063289
Final Energy|Transportation|Freight|ElectricityBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.5918543,1.2474065,3.1476182,5.8651793,8.3921072,10.3818027,12.4109297,14.5841021,,17.3190536,,20.1508538,,22.8351713,,25.7095682
Final Energy|Transportation|Freight|ElectricityCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.6897996,1.2857643,2.6577574,4.2302914,5.6002396,7.0150873,8.6272573,10.1673234,,12.2735849,,14.3866159,,16.801669,,19.3284429
Final Energy|Transportation|Freight|ElectricityDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.6897996,1.2857643,2.8278652,4.1605693,7.2413784,10.3674573,12.8229917,15.3380208,,18.1563636,,21.0225541,,23.8550423,,26.8013271
Final Energy|Transportation|Freight|ElectricityFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.6897996,1.2857643,2.6977858,3.7941122,6.6074628,9.1356014,11.071071,13.0909184,,15.7160257,,18.3762185,,20.9663033,,23.4716252
Final Energy|Transportation|Freight|ElectricityLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.4907273,1.0400431,3.0101326,5.8663684,8.2466606,9.8635588,11.8395899,13.4729047,,15.0505133,,16.8997797,,18.5932798,,20.7087485
Final Energy|Transportation|Freight|ElectricityNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.574429,1.3286045,3.5414045,5.9928946,7.888609,9.6661878,11.5848829,13.5620865,,16.1402353,,18.7999975,,21.375665,,24.0458541
Final Energy|Transportation|Freight|ElectricityNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Freight|Electricity,EJ/yr,0.5768414,1.2971448,3.8553,7.7102247,11.0399857,13.3248352,15.4082148,17.2520378,,19.5644836,,22.4190935,,25.0838352,,28.0447788
Final Energy|Transportation|Freight|GasesBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Freight|Gases,EJ/yr,0.230182,0.3655046,0.9160171,1.3383893,1.3221985,1.3303381,1.3170213,1.316002,,1.2262749,,1.2217674,,1.2449193,,1.2125571
Final Energy|Transportation|Freight|GasesCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Freight|Gases,EJ/yr,1.0625979,1.3999261,1.9192072,2.186988,2.6819409,3.0384251,3.2790195,3.4222857,,3.4369165,,3.5925049,,3.813081,,3.8590118
Final Energy|Transportation|Freight|GasesDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Freight|Gases,EJ/yr,1.0625979,1.3999261,0.7670685,0.6436016,0.9455968,1.3676729,1.2942417,1.2992273,,1.2944309,,1.3710915,,1.4266069,,1.382803
Final Energy|Transportation|Freight|GasesFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Freight|Gases,EJ/yr,1.0625979,1.3999261,0.6832353,0.6602088,1.2564575,1.8201535,1.8870336,1.9947249,,2.0231975,,2.1559764,,2.2865098,,2.3361228
Final Energy|Transportation|Freight|GasesLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Freight|Gases,EJ/yr,0.2926761,0.4259395,0.7418779,0.962414,0.8224003,0.7336246,0.7039572,0.7237248,,0.7845703,,0.9166391,,0.9976417,,0.9583407
Final Energy|Transportation|Freight|GasesNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Freight|Gases,EJ/yr,0.2939769,0.4493867,1.0261412,1.5697146,1.6846716,1.8106406,1.8793255,1.9446641,,1.9402183,,2.0485044,,2.1161482,,2.0952231
Final Energy|Transportation|Freight|GasesNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Freight|Gases,EJ/yr,0.2797947,0.4621047,0.7822749,0.8999593,0.735428,0.6309306,0.6050035,0.6363866,,0.6496361,,0.6947977,,0.73496,,0.6543473
Final Energy|Transportation|Freight|HydrogenBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.1079824,0.3455394,0.6149653,0.6564338,0.6427495,0.7217969,0.8602743,0.9826141,,1.1296986,,1.2978594,,1.4469675,,1.6553485
Final Energy|Transportation|Freight|HydrogenCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.0457682,0.1196734,0.1790176,0.2162637,0.2678269,0.3187724,0.3922466,0.4645367,,0.579946,,0.7149347,,0.8377142,,0.9907513
Final Energy|Transportation|Freight|HydrogenDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.0457682,0.1196734,0.3215645,0.3985194,0.6691457,0.9080681,1.0818292,1.214643,,1.3354741,,1.4870364,,1.6410802,,1.8486673
Final Energy|Transportation|Freight|HydrogenFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.0457682,0.1196734,0.3665908,0.4032964,0.6585015,0.8288275,0.9608131,1.0927356,,1.2820259,,1.4966848,,1.6902155,,1.9190844
Final Energy|Transportation|Freight|HydrogenLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.0898369,0.3211173,0.5911952,0.6337104,0.6098857,0.671064,0.7934167,0.8735886,,0.965398,,1.0908718,,1.2064522,,1.3843761
Final Energy|Transportation|Freight|HydrogenNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.0990749,0.2912103,0.4777379,0.5887588,0.7362902,0.8603666,1.0069745,1.1310882,,1.3011092,,1.5046391,,1.691786,,1.9095978
Final Energy|Transportation|Freight|HydrogenNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0.119132,0.4003364,0.7383929,0.8077312,0.8011062,0.8757661,0.9865452,1.067093,,1.1979538,,1.3935877,,1.5813311,,1.7988755
Final Energy|Transportation|Freight|LiquidsBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Freight|Liquids,EJ/yr,53.8308738,59.8867395,61.1133146,56.863795,52.1996962,48.5954428,46.3690563,46.1529045,,43.8302196,,42.986746,,42.3731418,,41.0756947
Final Energy|Transportation|Freight|LiquidsCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Freight|Liquids,EJ/yr,56.3785382,63.030036,67.6515988,70.5817963,73.2282751,74.6188495,76.6670094,80.9564474,,82.7421664,,85.1502036,,85.6251759,,84.2073558
Final Energy|Transportation|Freight|LiquidsDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Freight|Liquids,EJ/yr,56.3785382,63.030036,67.3466852,63.4233565,59.52049,50.561119,47.3243016,46.24903,,44.0364738,,43.9382115,,43.4385741,,42.6589419
Final Energy|Transportation|Freight|LiquidsFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Freight|Liquids,EJ/yr,56.3785382,63.030036,67.8658288,66.3913068,66.2343166,61.1132251,60.4310554,61.8572719,,61.1190966,,62.127386,,62.5799172,,62.3523728
Final Energy|Transportation|Freight|LiquidsLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Freight|Liquids,EJ/yr,51.6852869,56.0198284,53.2446656,45.5657507,37.8955591,32.2474195,30.4135178,31.1889025,,32.8090354,,34.9931877,,35.9088721,,35.4708906
Final Energy|Transportation|Freight|LiquidsNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Freight|Liquids,EJ/yr,55.2063516,60.9157212,61.7281542,59.5052596,58.5809719,57.3113693,57.0225394,58.9096339,,58.1126784,,59.0173111,,59.3175327,,58.1007461
Final Energy|Transportation|Freight|LiquidsNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Freight|Liquids,EJ/yr,54.0821078,57.929412,53.6339206,44.2636009,35.1122788,29.5651088,28.8170203,30.1446873,,30.2897094,,30.2892174,,30.823257,,29.5083273
Final Energy|Transportation|Freight|OtherBelow 2°C,GCAM 6.0 NGFS,Below 2°C,World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|Freight|OtherCurrent Policies,GCAM 6.0 NGFS,Current Policies,World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|Freight|OtherDelayed transition,GCAM 6.0 NGFS,Delayed transition,World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|Freight|OtherFragmented World,GCAM 6.0 NGFS,Fragmented World,World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|Freight|OtherLow demand,GCAM 6.0 NGFS,Low demand,World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|Freight|OtherNationally Determined Contributions (NDCs),GCAM 6.0 NGFS,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|Freight|OtherNet Zero 2050,GCAM 6.0 NGFS,Net Zero 2050,World,Final Energy|Transportation|Freight|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Energy|Transportation|GasesBelow 2°C,REMIND-MAgPIE 3.3-4.8,Below 2°C,World,Final Energy|Transportation|Gases,EJ/yr,1.1207972,1.744731,2.5504471,2.7843123,2.4269036,2.2425322,2.1576482,2.1206634,,1.9569025,,1.9236724,,1.9281457,,1.8684274
Final Energy|Transportation|GasesCurrent Policies,REMIND-MAgPIE 3.3-4.8,Current Policies,World,Final Energy|Transportation|Gases,EJ/yr,1.7594358,2.2315491,2.8495436,3.1216761,3.594088,3.9406532,4.2090648,4.3741965,,4.3719109,,4.5049132,,4.7111749,,4.7204518
Final Energy|Transportation|GasesDelayed transition,REMIND-MAgPIE 3.3-4.8,Delayed transition,World,Final Energy|Transportation|Gases,EJ/yr,1.7594358,2.2315491,2.2640264,1.9974468,2.1341331,2.412878,2.2695444,2.2347729,,2.1622522,,2.2146927,,2.2628635,,2.2022241
Final Energy|Transportation|GasesFragmented World,REMIND-MAgPIE 3.3-4.8,Fragmented World,World,Final Energy|Transportation|Gases,EJ/yr,1.7594358,2.2315491,2.1776328,2.0334703,2.5268273,2.9817811,3.0039826,3.0765178,,3.0175118,,3.1146061,,3.2263528,,3.239707
Final Energy|Transportation|GasesLow demand,REMIND-MAgPIE 3.3-4.8,Low demand,World,Final Energy|Transportation|Gases,EJ/yr,1.1903221,1.8419792,2.2932479,2.2085756,1.608013,1.275112,1.1783792,1.1741631,,1.2146627,,1.3453239,,1.4231429,,1.3620776
Final Energy|Transportation|GasesNationally Determined Contributions (NDCs),REMIND-MAgPIE 3.3-4.8,Nationally Determined Contributions (NDCs),World,Final Energy|Transportation|Gases,EJ/yr,1.1449568,1.7798236,2.638011,3.0870057,2.9422063,2.9183522,2.9445615,2.9888506,,2.9049204,,2.9832038,,3.0400156,,2.9880709
Final Energy|Transportation|GasesNet Zero 2050,REMIND-MAgPIE 3.3-4.8,Net Zero 2050,World,Final Energy|Transportation|Gases,EJ/yr,1.2384942,1.9751169,2.5115302,2.3309853,1.7141337,1.377512,1.2922426,1.3033206,,1.2704594,,1.2950013,,1.3306504,,1.2326976
